Graph Name,No of sources of Evidences,Controller,Average-Case Controller to Controller
KDL,2,315,715
KDL,2,315,293
KDL,2,315,230
KDL,2,315,18
KDL,2,315,553
KDL,2,315,455
KDL,2,315,25
KDL,2,315,32
KDL,2,315,725
KDL,2,315,512
KDL,2,315,588
KDL,2,315,233
KDL,2,315,613
KDL,2,315,561
KDL,2,315,147
KDL,2,315,590
KDL,2,315,690
KDL,2,315,74
KDL,2,315,408
KDL,2,315,624
KDL,2,315,137
KDL,2,315,195
KDL,2,315,508
KDL,2,315,571
KDL,2,315,204
KDL,2,315,704
KDL,2,315,594
KDL,2,315,472
KDL,2,315,495
KDL,2,315,201
KDL,2,315,509
KDL,2,315,680
KDL,2,315,729
KDL,2,315,87
KDL,2,315,162
KDL,2,315,741
KDL,2,315,98
KDL,2,315,52
KDL,2,315,196
KDL,2,315,354
KDL,2,315,200
KDL,2,354,487
KDL,2,354,670
KDL,2,354,428
KDL,2,354,131
KDL,2,354,151
KDL,2,354,715
KDL,2,354,293
KDL,2,354,230
KDL,2,354,18
KDL,2,354,553
KDL,2,354,455
KDL,2,354,25
KDL,2,354,32
KDL,2,354,725
KDL,2,354,512
KDL,2,354,588
KDL,2,354,233
KDL,2,354,613
KDL,2,354,561
KDL,2,354,147
KDL,2,354,590
KDL,2,354,690
KDL,2,354,74
KDL,2,354,408
KDL,2,354,624
KDL,2,354,137
KDL,2,354,195
KDL,2,354,508
KDL,2,354,571
KDL,2,354,204
KDL,2,354,704
KDL,2,354,594
KDL,2,354,315
KDL,2,354,472
KDL,2,354,495
KDL,2,354,201
KDL,2,354,509
KDL,2,354,680
KDL,2,354,729
KDL,2,354,87
KDL,2,354,162
KDL,2,354,741
KDL,2,354,98
KDL,2,354,52
KDL,2,354,196
KDL,2,354,200
KDL,2,487,670
KDL,2,487,428
KDL,2,487,131
KDL,2,487,151
KDL,2,487,715
KDL,2,487,293
KDL,2,487,230
KDL,2,487,18
KDL,2,487,553
KDL,2,487,455
KDL,2,487,25
KDL,2,487,32
KDL,2,487,725
KDL,2,487,512
KDL,2,487,588
KDL,2,487,233
KDL,2,487,613
KDL,2,487,561
KDL,2,487,147
KDL,2,487,590
KDL,2,487,690
KDL,2,487,74
KDL,2,487,408
KDL,2,487,624
KDL,2,487,137
KDL,2,487,195
KDL,2,487,508
KDL,2,487,571
KDL,2,487,204
KDL,2,487,704
KDL,2,487,594
KDL,2,487,315
KDL,2,487,472
KDL,2,487,495
KDL,2,487,201
KDL,2,487,509
KDL,2,487,680
KDL,2,487,729
KDL,2,487,87
KDL,2,487,162
KDL,2,487,741
KDL,2,487,98
KDL,2,487,52
KDL,2,487,196
KDL,2,487,354
KDL,2,487,200
KDL,2,571,487
KDL,2,571,670
KDL,2,571,428
KDL,2,571,131
KDL,2,571,151
KDL,2,571,715
KDL,2,571,293
KDL,2,571,230
KDL,2,571,18
KDL,2,571,553
KDL,2,571,455
KDL,2,571,25
KDL,2,571,32
KDL,2,571,725
KDL,2,571,512
KDL,2,571,588
KDL,2,571,233
KDL,2,571,613
KDL,2,571,561
KDL,2,571,147
KDL,2,571,590
KDL,2,571,690
KDL,2,571,74
KDL,2,571,408
KDL,2,571,624
KDL,2,571,137
KDL,2,571,195
KDL,2,571,508
KDL,2,571,204
KDL,2,571,704
KDL,2,571,594
KDL,2,571,315
KDL,2,571,472
KDL,2,571,495
KDL,2,571,201
KDL,2,571,509
KDL,2,571,680
KDL,2,571,729
KDL,2,571,87
KDL,2,571,162
KDL,2,571,741
KDL,2,571,98
KDL,2,571,52
KDL,2,571,196
KDL,2,571,354
KDL,2,571,200
KDL,2,590,487
KDL,2,590,670
KDL,2,590,428
KDL,2,590,131
KDL,2,590,151
KDL,2,590,715
KDL,2,590,293
KDL,2,590,230
KDL,2,590,18
KDL,2,590,553
KDL,2,590,455
KDL,2,590,25
KDL,2,590,32
KDL,2,590,725
KDL,2,590,512
KDL,2,590,588
KDL,2,590,233
KDL,2,590,613
KDL,2,590,561
KDL,2,590,147
KDL,2,590,690
KDL,2,590,74
KDL,2,590,408
KDL,2,590,624
KDL,2,590,137
KDL,2,590,195
KDL,2,590,508
KDL,2,590,571
KDL,2,590,204
KDL,2,590,704
KDL,2,590,594
KDL,2,590,315
KDL,2,590,472
KDL,2,590,495
KDL,2,590,201
KDL,2,590,509
KDL,2,590,680
KDL,2,590,729
KDL,2,590,87
KDL,2,590,162
KDL,2,590,741
KDL,2,590,98
KDL,2,590,52
KDL,2,590,196
KDL,2,590,354
KDL,2,590,200
KDL,2,690,487
KDL,2,690,670
KDL,2,690,428
KDL,2,690,131
KDL,2,690,151
KDL,2,690,715
KDL,2,690,293
KDL,2,690,230
KDL,2,690,18
KDL,2,690,553
KDL,2,690,455
KDL,2,690,25
KDL,2,690,32
KDL,2,690,725
KDL,2,690,512
KDL,2,690,588
KDL,2,690,233
KDL,2,690,613
KDL,2,690,561
KDL,2,690,147
KDL,2,690,590
KDL,2,690,74
KDL,2,690,408
KDL,2,690,624
KDL,2,690,137
KDL,2,690,195
KDL,2,690,508
KDL,2,690,571
KDL,2,690,204
KDL,2,690,704
KDL,2,690,594
KDL,2,690,315
KDL,2,690,472
KDL,2,690,495
KDL,2,690,201
KDL,2,690,509
KDL,2,690,680
KDL,2,690,729
KDL,2,690,87
KDL,2,690,162
KDL,2,690,741
KDL,2,690,98
KDL,2,690,52
KDL,2,690,196
KDL,2,690,354
KDL,2,690,200
KDL,2,741,487
KDL,2,741,670
KDL,2,741,428
KDL,2,741,131
KDL,2,741,151
KDL,2,741,715
KDL,2,741,293
KDL,2,741,230
KDL,2,741,18
KDL,2,741,553
KDL,2,741,455
KDL,2,741,25
KDL,2,741,32
KDL,2,741,725
KDL,2,741,512
KDL,2,741,588
KDL,2,741,233
KDL,2,741,613
KDL,2,741,561
KDL,2,741,147
KDL,2,741,590
KDL,2,741,690
KDL,2,741,74
KDL,2,741,408
KDL,2,741,624
KDL,2,741,137
KDL,2,741,195
KDL,2,741,508
KDL,2,741,571
KDL,2,741,204
KDL,2,741,704
KDL,2,741,594
KDL,2,741,315
KDL,2,741,472
KDL,2,741,495
KDL,2,741,201
KDL,2,741,509
KDL,2,741,680
KDL,2,741,729
KDL,2,741,87
KDL,2,741,162
KDL,2,741,98
KDL,2,741,52
KDL,2,741,196
KDL,2,741,354
KDL,2,741,200
KDL,2,87,487
KDL,2,87,670
KDL,2,87,428
KDL,2,87,131
KDL,2,87,151
KDL,2,87,715
KDL,2,87,293
KDL,2,87,230
KDL,2,87,18
KDL,2,87,553
KDL,2,87,455
KDL,2,87,25
KDL,2,87,32
KDL,2,87,725
KDL,2,87,512
KDL,2,87,588
KDL,2,87,233
KDL,2,87,613
KDL,2,87,561
KDL,2,87,147
KDL,2,87,590
KDL,2,87,690
KDL,2,87,74
KDL,2,87,408
KDL,2,87,624
KDL,2,87,137
KDL,2,87,195
KDL,2,87,508
KDL,2,87,571
KDL,2,87,204
KDL,2,87,704
KDL,2,87,594
KDL,2,87,315
KDL,2,87,472
KDL,2,87,495
KDL,2,87,201
KDL,2,87,509
KDL,2,87,680
KDL,2,87,729
KDL,2,87,162
KDL,2,87,741
KDL,2,87,98
KDL,2,87,52
KDL,2,87,196
KDL,2,87,354
KDL,2,87,200
KDL,2,508,487
KDL,2,508,670
KDL,2,508,428
KDL,2,508,131
KDL,2,508,151
KDL,2,508,715
KDL,2,508,293
KDL,2,508,230
KDL,2,508,18
KDL,2,508,553
KDL,2,508,455
KDL,2,508,25
KDL,2,508,32
KDL,2,508,725
KDL,2,508,512
KDL,2,508,588
KDL,2,508,233
KDL,2,508,613
KDL,2,508,561
KDL,2,508,147
KDL,2,508,590
KDL,2,508,690
KDL,2,508,74
KDL,2,508,408
KDL,2,508,624
KDL,2,508,137
KDL,2,508,195
KDL,2,508,571
KDL,2,508,204
KDL,2,508,704
KDL,2,508,594
KDL,2,508,315
KDL,2,508,472
KDL,2,508,495
KDL,2,508,201
KDL,2,508,509
KDL,2,508,680
KDL,2,508,729
KDL,2,508,87
KDL,2,508,162
KDL,2,508,741
KDL,2,508,98
KDL,2,508,52
KDL,2,508,196
KDL,2,508,354
KDL,2,508,200
KDL,2,613,487
KDL,2,613,670
KDL,2,613,428
KDL,2,613,131
KDL,2,613,151
KDL,2,613,715
KDL,2,613,293
KDL,2,613,230
KDL,2,613,18
KDL,2,613,553
KDL,2,613,455
KDL,2,613,25
KDL,2,613,32
KDL,2,613,725
KDL,2,613,512
KDL,2,613,588
KDL,2,613,233
KDL,2,613,561
KDL,2,613,147
KDL,2,613,590
KDL,2,613,690
KDL,2,613,74
KDL,2,613,408
KDL,2,613,624
KDL,2,613,137
KDL,2,613,195
KDL,2,613,508
KDL,2,613,571
KDL,2,613,204
KDL,2,613,704
KDL,2,613,594
KDL,2,613,315
KDL,2,613,472
KDL,2,613,495
KDL,2,613,201
KDL,2,613,509
KDL,2,613,680
KDL,2,613,729
KDL,2,613,87
KDL,2,613,162
KDL,2,613,741
KDL,2,613,98
KDL,2,613,52
KDL,2,613,196
KDL,2,613,354
KDL,2,613,200
KDL,2,729,487
KDL,2,729,670
KDL,2,729,428
KDL,2,729,131
KDL,2,729,151
KDL,2,729,715
KDL,2,729,293
KDL,2,729,230
KDL,2,729,18
KDL,2,729,553
KDL,2,729,455
KDL,2,729,25
KDL,2,729,32
KDL,2,729,725
KDL,2,729,512
KDL,2,729,588
KDL,2,729,233
KDL,2,729,613
KDL,2,729,561
KDL,2,729,147
KDL,2,729,590
KDL,2,729,690
KDL,2,729,74
KDL,2,729,408
KDL,2,729,624
KDL,2,729,137
KDL,2,729,195
KDL,2,729,508
KDL,2,729,571
KDL,2,729,204
KDL,2,729,704
KDL,2,729,594
KDL,2,729,315
KDL,2,729,472
KDL,2,729,495
KDL,2,729,201
KDL,2,729,509
KDL,2,729,680
KDL,2,729,87
KDL,2,729,162
KDL,2,729,741
KDL,2,729,98
KDL,2,729,52
KDL,2,729,196
KDL,2,729,354
KDL,2,729,200
KDL,3,201,234
KDL,3,201,8
KDL,3,201,171
KDL,3,201,61
KDL,3,201,293
KDL,3,201,131
KDL,3,201,125
KDL,3,201,230
KDL,3,201,1
KDL,3,201,206
KDL,3,201,18
KDL,3,201,76
KDL,3,201,85
KDL,3,201,32
KDL,3,201,44
KDL,3,201,512
KDL,3,201,233
KDL,3,201,84
KDL,3,201,205
KDL,3,201,22
KDL,3,201,17
KDL,3,201,74
KDL,3,201,31
KDL,3,201,182
KDL,3,201,183
KDL,3,201,40
KDL,3,201,161
KDL,3,201,268
KDL,3,201,102
KDL,3,201,72
KDL,3,201,130
KDL,3,201,21
KDL,3,201,315
KDL,3,201,105
KDL,3,201,472
KDL,3,201,79
KDL,3,201,505
KDL,3,201,0
KDL,3,201,158
KDL,3,201,107
KDL,3,201,63
KDL,3,201,6
KDL,3,201,24
KDL,3,201,64
KDL,3,201,162
KDL,3,201,466
KDL,3,201,438
KDL,3,201,126
KDL,3,201,238
KDL,3,201,39
KDL,3,201,60
KDL,3,201,140
KDL,3,201,338
KDL,3,201,28
KDL,3,201,5
KDL,3,201,128
KDL,3,201,487
KDL,3,201,242
KDL,3,201,428
KDL,3,201,106
KDL,3,201,200
KDL,3,201,262
KDL,3,201,58
KDL,3,201,110
KDL,3,201,50
KDL,3,201,455
KDL,3,201,25
KDL,3,201,95
KDL,3,201,160
KDL,3,201,145
KDL,3,201,23
KDL,3,201,141
KDL,3,201,247
KDL,3,201,20
KDL,3,201,11
KDL,3,201,75
KDL,3,201,239
KDL,3,201,147
KDL,3,201,246
KDL,3,201,561
KDL,3,201,408
KDL,3,201,83
KDL,3,201,42
KDL,3,201,137
KDL,3,201,195
KDL,3,201,4
KDL,3,201,127
KDL,3,201,153
KDL,3,201,68
KDL,3,201,26
KDL,3,201,594
KDL,3,201,143
KDL,3,201,390
KDL,3,201,10
KDL,3,201,495
KDL,3,201,65
KDL,3,201,509
KDL,3,201,54
KDL,3,201,16
KDL,3,201,314
KDL,3,201,100
KDL,3,201,99
KDL,3,201,149
KDL,3,201,12
KDL,3,201,196
KDL,3,201,41
KDL,3,201,3
KDL,3,201,9
KDL,3,201,71
KDL,3,201,302
KDL,3,201,2
KDL,3,201,354
KDL,3,201,19
KDL,3,201,411
KDL,3,201,112
KDL,3,201,320
KDL,3,201,226
KDL,3,201,56
KDL,3,201,424
KDL,3,23,234
KDL,3,23,8
KDL,3,23,171
KDL,3,23,61
KDL,3,23,293
KDL,3,23,131
KDL,3,23,125
KDL,3,23,230
KDL,3,23,1
KDL,3,23,206
KDL,3,23,18
KDL,3,23,76
KDL,3,23,85
KDL,3,23,32
KDL,3,23,44
KDL,3,23,512
KDL,3,23,233
KDL,3,23,84
KDL,3,23,205
KDL,3,23,22
KDL,3,23,17
KDL,3,23,74
KDL,3,23,31
KDL,3,23,182
KDL,3,23,183
KDL,3,23,40
KDL,3,23,161
KDL,3,23,268
KDL,3,23,102
KDL,3,23,72
KDL,3,23,130
KDL,3,23,21
KDL,3,23,315
KDL,3,23,105
KDL,3,23,472
KDL,3,23,79
KDL,3,23,505
KDL,3,23,201
KDL,3,23,0
KDL,3,23,158
KDL,3,23,107
KDL,3,23,63
KDL,3,23,6
KDL,3,23,24
KDL,3,23,64
KDL,3,23,162
KDL,3,23,466
KDL,3,23,438
KDL,3,23,126
KDL,3,23,238
KDL,3,23,39
KDL,3,23,60
KDL,3,23,140
KDL,3,23,338
KDL,3,23,28
KDL,3,23,5
KDL,3,23,128
KDL,3,23,487
KDL,3,23,242
KDL,3,23,428
KDL,3,23,106
KDL,3,23,200
KDL,3,23,262
KDL,3,23,58
KDL,3,23,110
KDL,3,23,50
KDL,3,23,455
KDL,3,23,25
KDL,3,23,95
KDL,3,23,160
KDL,3,23,145
KDL,3,23,141
KDL,3,23,247
KDL,3,23,20
KDL,3,23,11
KDL,3,23,75
KDL,3,23,239
KDL,3,23,147
KDL,3,23,246
KDL,3,23,561
KDL,3,23,408
KDL,3,23,83
KDL,3,23,42
KDL,3,23,137
KDL,3,23,195
KDL,3,23,4
KDL,3,23,127
KDL,3,23,153
KDL,3,23,68
KDL,3,23,26
KDL,3,23,594
KDL,3,23,143
KDL,3,23,390
KDL,3,23,10
KDL,3,23,495
KDL,3,23,65
KDL,3,23,509
KDL,3,23,54
KDL,3,23,16
KDL,3,23,314
KDL,3,23,100
KDL,3,23,99
KDL,3,23,149
KDL,3,23,12
KDL,3,23,196
KDL,3,23,41
KDL,3,23,3
KDL,3,23,9
KDL,3,23,71
KDL,3,23,302
KDL,3,23,2
KDL,3,23,354
KDL,3,23,19
KDL,3,23,411
KDL,3,23,112
KDL,3,23,320
KDL,3,23,226
KDL,3,23,56
KDL,3,23,424
KDL,3,18,234
KDL,3,18,8
KDL,3,18,171
KDL,3,18,61
KDL,3,18,293
KDL,3,18,131
KDL,3,18,125
KDL,3,18,230
KDL,3,18,1
KDL,3,18,206
KDL,3,18,76
KDL,3,18,85
KDL,3,18,32
KDL,3,18,44
KDL,3,18,512
KDL,3,18,233
KDL,3,18,84
KDL,3,18,205
KDL,3,18,22
KDL,3,18,17
KDL,3,18,74
KDL,3,18,31
KDL,3,18,182
KDL,3,18,183
KDL,3,18,40
KDL,3,18,161
KDL,3,18,268
KDL,3,18,102
KDL,3,18,72
KDL,3,18,130
KDL,3,18,21
KDL,3,18,315
KDL,3,18,105
KDL,3,18,472
KDL,3,18,79
KDL,3,18,505
KDL,3,18,201
KDL,3,18,0
KDL,3,18,158
KDL,3,18,107
KDL,3,18,63
KDL,3,18,6
KDL,3,18,24
KDL,3,18,64
KDL,3,18,162
KDL,3,18,466
KDL,3,18,438
KDL,3,18,126
KDL,3,18,238
KDL,3,18,39
KDL,3,18,60
KDL,3,18,140
KDL,3,18,338
KDL,3,18,28
KDL,3,18,5
KDL,3,18,128
KDL,3,18,487
KDL,3,18,242
KDL,3,18,428
KDL,3,18,106
KDL,3,18,200
KDL,3,18,262
KDL,3,18,58
KDL,3,18,110
KDL,3,18,50
KDL,3,18,455
KDL,3,18,25
KDL,3,18,95
KDL,3,18,160
KDL,3,18,145
KDL,3,18,23
KDL,3,18,141
KDL,3,18,247
KDL,3,18,20
KDL,3,18,11
KDL,3,18,75
KDL,3,18,239
KDL,3,18,147
KDL,3,18,246
KDL,3,18,561
KDL,3,18,408
KDL,3,18,83
KDL,3,18,42
KDL,3,18,137
KDL,3,18,195
KDL,3,18,4
KDL,3,18,127
KDL,3,18,153
KDL,3,18,68
KDL,3,18,26
KDL,3,18,594
KDL,3,18,143
KDL,3,18,390
KDL,3,18,10
KDL,3,18,495
KDL,3,18,65
KDL,3,18,509
KDL,3,18,54
KDL,3,18,16
KDL,3,18,314
KDL,3,18,100
KDL,3,18,99
KDL,3,18,149
KDL,3,18,12
KDL,3,18,196
KDL,3,18,41
KDL,3,18,3
KDL,3,18,9
KDL,3,18,71
KDL,3,18,302
KDL,3,18,2
KDL,3,18,354
KDL,3,18,19
KDL,3,18,411
KDL,3,18,112
KDL,3,18,320
KDL,3,18,226
KDL,3,18,56
KDL,3,18,424
KDL,3,25,234
KDL,3,25,8
KDL,3,25,171
KDL,3,25,61
KDL,3,25,293
KDL,3,25,131
KDL,3,25,125
KDL,3,25,230
KDL,3,25,1
KDL,3,25,206
KDL,3,25,18
KDL,3,25,76
KDL,3,25,85
KDL,3,25,32
KDL,3,25,44
KDL,3,25,512
KDL,3,25,233
KDL,3,25,84
KDL,3,25,205
KDL,3,25,22
KDL,3,25,17
KDL,3,25,74
KDL,3,25,31
KDL,3,25,182
KDL,3,25,183
KDL,3,25,40
KDL,3,25,161
KDL,3,25,268
KDL,3,25,102
KDL,3,25,72
KDL,3,25,130
KDL,3,25,21
KDL,3,25,315
KDL,3,25,105
KDL,3,25,472
KDL,3,25,79
KDL,3,25,505
KDL,3,25,201
KDL,3,25,0
KDL,3,25,158
KDL,3,25,107
KDL,3,25,63
KDL,3,25,6
KDL,3,25,24
KDL,3,25,64
KDL,3,25,162
KDL,3,25,466
KDL,3,25,438
KDL,3,25,126
KDL,3,25,238
KDL,3,25,39
KDL,3,25,60
KDL,3,25,140
KDL,3,25,338
KDL,3,25,28
KDL,3,25,5
KDL,3,25,128
KDL,3,25,487
KDL,3,25,242
KDL,3,25,428
KDL,3,25,106
KDL,3,25,200
KDL,3,25,262
KDL,3,25,58
KDL,3,25,110
KDL,3,25,50
KDL,3,25,455
KDL,3,25,95
KDL,3,25,160
KDL,3,25,145
KDL,3,25,23
KDL,3,25,141
KDL,3,25,247
KDL,3,25,20
KDL,3,25,11
KDL,3,25,75
KDL,3,25,239
KDL,3,25,147
KDL,3,25,246
KDL,3,25,561
KDL,3,25,408
KDL,3,25,83
KDL,3,25,42
KDL,3,25,137
KDL,3,25,195
KDL,3,25,4
KDL,3,25,127
KDL,3,25,153
KDL,3,25,68
KDL,3,25,26
KDL,3,25,594
KDL,3,25,143
KDL,3,25,390
KDL,3,25,10
KDL,3,25,495
KDL,3,25,65
KDL,3,25,509
KDL,3,25,54
KDL,3,25,16
KDL,3,25,314
KDL,3,25,100
KDL,3,25,99
KDL,3,25,149
KDL,3,25,12
KDL,3,25,196
KDL,3,25,41
KDL,3,25,3
KDL,3,25,9
KDL,3,25,71
KDL,3,25,302
KDL,3,25,2
KDL,3,25,354
KDL,3,25,19
KDL,3,25,411
KDL,3,25,112
KDL,3,25,320
KDL,3,25,226
KDL,3,25,56
KDL,3,25,424
KDL,3,137,234
KDL,3,137,8
KDL,3,137,171
KDL,3,137,61
KDL,3,137,293
KDL,3,137,131
KDL,3,137,125
KDL,3,137,230
KDL,3,137,1
KDL,3,137,206
KDL,3,137,18
KDL,3,137,76
KDL,3,137,85
KDL,3,137,32
KDL,3,137,44
KDL,3,137,512
KDL,3,137,233
KDL,3,137,84
KDL,3,137,205
KDL,3,137,22
KDL,3,137,17
KDL,3,137,74
KDL,3,137,31
KDL,3,137,182
KDL,3,137,183
KDL,3,137,40
KDL,3,137,161
KDL,3,137,268
KDL,3,137,102
KDL,3,137,72
KDL,3,137,130
KDL,3,137,21
KDL,3,137,315
KDL,3,137,105
KDL,3,137,472
KDL,3,137,79
KDL,3,137,505
KDL,3,137,201
KDL,3,137,0
KDL,3,137,158
KDL,3,137,107
KDL,3,137,63
KDL,3,137,6
KDL,3,137,24
KDL,3,137,64
KDL,3,137,162
KDL,3,137,466
KDL,3,137,438
KDL,3,137,126
KDL,3,137,238
KDL,3,137,39
KDL,3,137,60
KDL,3,137,140
KDL,3,137,338
KDL,3,137,28
KDL,3,137,5
KDL,3,137,128
KDL,3,137,487
KDL,3,137,242
KDL,3,137,428
KDL,3,137,106
KDL,3,137,200
KDL,3,137,262
KDL,3,137,58
KDL,3,137,110
KDL,3,137,50
KDL,3,137,455
KDL,3,137,25
KDL,3,137,95
KDL,3,137,160
KDL,3,137,145
KDL,3,137,23
KDL,3,137,141
KDL,3,137,247
KDL,3,137,20
KDL,3,137,11
KDL,3,137,75
KDL,3,137,239
KDL,3,137,147
KDL,3,137,246
KDL,3,137,561
KDL,3,137,408
KDL,3,137,83
KDL,3,137,42
KDL,3,137,195
KDL,3,137,4
KDL,3,137,127
KDL,3,137,153
KDL,3,137,68
KDL,3,137,26
KDL,3,137,594
KDL,3,137,143
KDL,3,137,390
KDL,3,137,10
KDL,3,137,495
KDL,3,137,65
KDL,3,137,509
KDL,3,137,54
KDL,3,137,16
KDL,3,137,314
KDL,3,137,100
KDL,3,137,99
KDL,3,137,149
KDL,3,137,12
KDL,3,137,196
KDL,3,137,41
KDL,3,137,3
KDL,3,137,9
KDL,3,137,71
KDL,3,137,302
KDL,3,137,2
KDL,3,137,354
KDL,3,137,19
KDL,3,137,411
KDL,3,137,112
KDL,3,137,320
KDL,3,137,226
KDL,3,137,56
KDL,3,137,424
KDL,3,200,234
KDL,3,200,8
KDL,3,200,171
KDL,3,200,61
KDL,3,200,293
KDL,3,200,131
KDL,3,200,125
KDL,3,200,230
KDL,3,200,1
KDL,3,200,206
KDL,3,200,18
KDL,3,200,76
KDL,3,200,85
KDL,3,200,32
KDL,3,200,44
KDL,3,200,512
KDL,3,200,233
KDL,3,200,84
KDL,3,200,205
KDL,3,200,22
KDL,3,200,17
KDL,3,200,74
KDL,3,200,31
KDL,3,200,182
KDL,3,200,183
KDL,3,200,40
KDL,3,200,161
KDL,3,200,268
KDL,3,200,102
KDL,3,200,72
KDL,3,200,130
KDL,3,200,21
KDL,3,200,315
KDL,3,200,105
KDL,3,200,472
KDL,3,200,79
KDL,3,200,505
KDL,3,200,201
KDL,3,200,0
KDL,3,200,158
KDL,3,200,107
KDL,3,200,63
KDL,3,200,6
KDL,3,200,24
KDL,3,200,64
KDL,3,200,162
KDL,3,200,466
KDL,3,200,438
KDL,3,200,126
KDL,3,200,238
KDL,3,200,39
KDL,3,200,60
KDL,3,200,140
KDL,3,200,338
KDL,3,200,28
KDL,3,200,5
KDL,3,200,128
KDL,3,200,487
KDL,3,200,242
KDL,3,200,428
KDL,3,200,106
KDL,3,200,262
KDL,3,200,58
KDL,3,200,110
KDL,3,200,50
KDL,3,200,455
KDL,3,200,25
KDL,3,200,95
KDL,3,200,160
KDL,3,200,145
KDL,3,200,23
KDL,3,200,141
KDL,3,200,247
KDL,3,200,20
KDL,3,200,11
KDL,3,200,75
KDL,3,200,239
KDL,3,200,147
KDL,3,200,246
KDL,3,200,561
KDL,3,200,408
KDL,3,200,83
KDL,3,200,42
KDL,3,200,137
KDL,3,200,195
KDL,3,200,4
KDL,3,200,127
KDL,3,200,153
KDL,3,200,68
KDL,3,200,26
KDL,3,200,594
KDL,3,200,143
KDL,3,200,390
KDL,3,200,10
KDL,3,200,495
KDL,3,200,65
KDL,3,200,509
KDL,3,200,54
KDL,3,200,16
KDL,3,200,314
KDL,3,200,100
KDL,3,200,99
KDL,3,200,149
KDL,3,200,12
KDL,3,200,196
KDL,3,200,41
KDL,3,200,3
KDL,3,200,9
KDL,3,200,71
KDL,3,200,302
KDL,3,200,2
KDL,3,200,354
KDL,3,200,19
KDL,3,200,411
KDL,3,200,112
KDL,3,200,320
KDL,3,200,226
KDL,3,200,56
KDL,3,200,424
KDL,3,24,234
KDL,3,24,8
KDL,3,24,171
KDL,3,24,61
KDL,3,24,293
KDL,3,24,131
KDL,3,24,125
KDL,3,24,230
KDL,3,24,1
KDL,3,24,206
KDL,3,24,18
KDL,3,24,76
KDL,3,24,85
KDL,3,24,32
KDL,3,24,44
KDL,3,24,512
KDL,3,24,233
KDL,3,24,84
KDL,3,24,205
KDL,3,24,22
KDL,3,24,17
KDL,3,24,74
KDL,3,24,31
KDL,3,24,182
KDL,3,24,183
KDL,3,24,40
KDL,3,24,161
KDL,3,24,268
KDL,3,24,102
KDL,3,24,72
KDL,3,24,130
KDL,3,24,21
KDL,3,24,315
KDL,3,24,105
KDL,3,24,472
KDL,3,24,79
KDL,3,24,505
KDL,3,24,201
KDL,3,24,0
KDL,3,24,158
KDL,3,24,107
KDL,3,24,63
KDL,3,24,6
KDL,3,24,64
KDL,3,24,162
KDL,3,24,466
KDL,3,24,438
KDL,3,24,126
KDL,3,24,238
KDL,3,24,39
KDL,3,24,60
KDL,3,24,140
KDL,3,24,338
KDL,3,24,28
KDL,3,24,5
KDL,3,24,128
KDL,3,24,487
KDL,3,24,242
KDL,3,24,428
KDL,3,24,106
KDL,3,24,200
KDL,3,24,262
KDL,3,24,58
KDL,3,24,110
KDL,3,24,50
KDL,3,24,455
KDL,3,24,25
KDL,3,24,95
KDL,3,24,160
KDL,3,24,145
KDL,3,24,23
KDL,3,24,141
KDL,3,24,247
KDL,3,24,20
KDL,3,24,11
KDL,3,24,75
KDL,3,24,239
KDL,3,24,147
KDL,3,24,246
KDL,3,24,561
KDL,3,24,408
KDL,3,24,83
KDL,3,24,42
KDL,3,24,137
KDL,3,24,195
KDL,3,24,4
KDL,3,24,127
KDL,3,24,153
KDL,3,24,68
KDL,3,24,26
KDL,3,24,594
KDL,3,24,143
KDL,3,24,390
KDL,3,24,10
KDL,3,24,495
KDL,3,24,65
KDL,3,24,509
KDL,3,24,54
KDL,3,24,16
KDL,3,24,314
KDL,3,24,100
KDL,3,24,99
KDL,3,24,149
KDL,3,24,12
KDL,3,24,196
KDL,3,24,41
KDL,3,24,3
KDL,3,24,9
KDL,3,24,71
KDL,3,24,302
KDL,3,24,2
KDL,3,24,354
KDL,3,24,19
KDL,3,24,411
KDL,3,24,112
KDL,3,24,320
KDL,3,24,226
KDL,3,24,56
KDL,3,24,424
KDL,3,162,234
KDL,3,162,8
KDL,3,162,171
KDL,3,162,61
KDL,3,162,293
KDL,3,162,131
KDL,3,162,125
KDL,3,162,230
KDL,3,162,1
KDL,3,162,206
KDL,3,162,18
KDL,3,162,76
KDL,3,162,85
KDL,3,162,32
KDL,3,162,44
KDL,3,162,512
KDL,3,162,233
KDL,3,162,84
KDL,3,162,205
KDL,3,162,22
KDL,3,162,17
KDL,3,162,74
KDL,3,162,31
KDL,3,162,182
KDL,3,162,183
KDL,3,162,40
KDL,3,162,161
KDL,3,162,268
KDL,3,162,102
KDL,3,162,72
KDL,3,162,130
KDL,3,162,21
KDL,3,162,315
KDL,3,162,105
KDL,3,162,472
KDL,3,162,79
KDL,3,162,505
KDL,3,162,201
KDL,3,162,0
KDL,3,162,158
KDL,3,162,107
KDL,3,162,63
KDL,3,162,6
KDL,3,162,24
KDL,3,162,64
KDL,3,162,466
KDL,3,162,438
KDL,3,162,126
KDL,3,162,238
KDL,3,162,39
KDL,3,162,60
KDL,3,162,140
KDL,3,162,338
KDL,3,162,28
KDL,3,162,5
KDL,3,162,128
KDL,3,162,487
KDL,3,162,242
KDL,3,162,428
KDL,3,162,106
KDL,3,162,200
KDL,3,162,262
