Graph Name,No of sources of Evidences,Controller,Average-Case Controller to Controller
KDL,2,98,201
KDL,2,98,509
KDL,2,98,680
KDL,2,98,729
KDL,2,98,87
KDL,2,98,162
KDL,2,98,741
KDL,2,98,52
KDL,2,98,196
KDL,2,98,354
KDL,2,98,200
KDL,2,233,487
KDL,2,233,670
KDL,2,233,428
KDL,2,233,131
KDL,2,233,151
KDL,2,233,715
KDL,2,233,293
KDL,2,233,230
KDL,2,233,18
KDL,2,233,553
KDL,2,233,455
KDL,2,233,25
KDL,2,233,32
KDL,2,233,725
KDL,2,233,512
KDL,2,233,588
KDL,2,233,613
KDL,2,233,561
KDL,2,233,147
KDL,2,233,590
KDL,2,233,690
KDL,2,233,74
KDL,2,233,408
KDL,2,233,624
KDL,2,233,137
KDL,2,233,195
KDL,2,233,508
KDL,2,233,571
KDL,2,233,204
KDL,2,233,704
KDL,2,233,594
KDL,2,233,315
KDL,2,233,472
KDL,2,233,495
KDL,2,233,201
KDL,2,233,509
KDL,2,233,680
KDL,2,233,729
KDL,2,233,87
KDL,2,233,162
KDL,2,233,741
KDL,2,233,98
KDL,2,233,52
KDL,2,233,196
KDL,2,233,354
KDL,2,233,200
KDL,2,25,487
KDL,2,25,670
KDL,2,25,428
KDL,2,25,131
KDL,2,25,151
KDL,2,25,715
KDL,2,25,293
KDL,2,25,230
KDL,2,25,18
KDL,2,25,553
KDL,2,25,455
KDL,2,25,32
KDL,2,25,725
KDL,2,25,512
KDL,2,25,588
KDL,2,25,233
KDL,2,25,613
KDL,2,25,561
KDL,2,25,147
KDL,2,25,590
KDL,2,25,690
KDL,2,25,74
KDL,2,25,408
KDL,2,25,624
KDL,2,25,137
KDL,2,25,195
KDL,2,25,508
KDL,2,25,571
KDL,2,25,204
KDL,2,25,704
KDL,2,25,594
KDL,2,25,315
KDL,2,25,472
KDL,2,25,495
KDL,2,25,201
KDL,2,25,509
KDL,2,25,680
KDL,2,25,729
KDL,2,25,87
KDL,2,25,162
KDL,2,25,741
KDL,2,25,98
KDL,2,25,52
KDL,2,25,196
KDL,2,25,354
KDL,2,25,200
KDL,2,670,487
KDL,2,670,428
KDL,2,670,131
KDL,2,670,151
KDL,2,670,715
KDL,2,670,293
KDL,2,670,230
KDL,2,670,18
KDL,2,670,553
KDL,2,670,455
KDL,2,670,25
KDL,2,670,32
KDL,2,670,725
KDL,2,670,512
KDL,2,670,588
KDL,2,670,233
KDL,2,670,613
KDL,2,670,561
KDL,2,670,147
KDL,2,670,590
KDL,2,670,690
KDL,2,670,74
KDL,2,670,408
KDL,2,670,624
KDL,2,670,137
KDL,2,670,195
KDL,2,670,508
KDL,2,670,571
KDL,2,670,204
KDL,2,670,704
KDL,2,670,594
KDL,2,670,315
KDL,2,670,472
KDL,2,670,495
KDL,2,670,201
KDL,2,670,509
KDL,2,670,680
KDL,2,670,729
KDL,2,670,87
KDL,2,670,162
KDL,2,670,741
KDL,2,670,98
KDL,2,670,52
KDL,2,670,196
KDL,2,670,354
KDL,2,670,200
KDL,2,230,487
KDL,2,230,670
KDL,2,230,428
KDL,2,230,131
KDL,2,230,151
KDL,2,230,715
KDL,2,230,293
KDL,2,230,18
KDL,2,230,553
KDL,2,230,455
KDL,2,230,25
KDL,2,230,32
KDL,2,230,725
KDL,2,230,512
KDL,2,230,588
KDL,2,230,233
KDL,2,230,613
KDL,2,230,561
KDL,2,230,147
KDL,2,230,590
KDL,2,230,690
KDL,2,230,74
KDL,2,230,408
KDL,2,230,624
KDL,2,230,137
KDL,2,230,195
KDL,2,230,508
KDL,2,230,571
KDL,2,230,204
KDL,2,230,704
KDL,2,230,594
KDL,2,230,315
KDL,2,230,472
KDL,2,230,495
KDL,2,230,201
KDL,2,230,509
KDL,2,230,680
KDL,2,230,729
KDL,2,230,87
KDL,2,230,162
KDL,2,230,741
KDL,2,230,98
KDL,2,230,52
KDL,2,230,196
KDL,2,230,354
KDL,2,230,200
KDL,2,495,487
KDL,2,495,670
KDL,2,495,428
KDL,2,495,131
KDL,2,495,151
KDL,2,495,715
KDL,2,495,293
KDL,2,495,230
KDL,2,495,18
KDL,2,495,553
KDL,2,495,455
KDL,2,495,25
KDL,2,495,32
KDL,2,495,725
KDL,2,495,512
KDL,2,495,588
KDL,2,495,233
KDL,2,495,613
KDL,2,495,561
KDL,2,495,147
KDL,2,495,590
KDL,2,495,690
KDL,2,495,74
KDL,2,495,408
KDL,2,495,624
KDL,2,495,137
KDL,2,495,195
KDL,2,495,508
KDL,2,495,571
KDL,2,495,204
KDL,2,495,704
KDL,2,495,594
KDL,2,495,315
KDL,2,495,472
KDL,2,495,201
KDL,2,495,509
KDL,2,495,680
KDL,2,495,729
KDL,2,495,87
KDL,2,495,162
KDL,2,495,741
KDL,2,495,98
KDL,2,495,52
KDL,2,495,196
KDL,2,495,354
KDL,2,495,200
KDL,2,509,487
KDL,2,509,670
KDL,2,509,428
KDL,2,509,131
KDL,2,509,151
KDL,2,509,715
KDL,2,509,293
KDL,2,509,230
KDL,2,509,18
KDL,2,509,553
KDL,2,509,455
KDL,2,509,25
KDL,2,509,32
KDL,2,509,725
KDL,2,509,512
KDL,2,509,588
KDL,2,509,233
KDL,2,509,613
KDL,2,509,561
KDL,2,509,147
KDL,2,509,590
KDL,2,509,690
KDL,2,509,74
KDL,2,509,408
KDL,2,509,624
KDL,2,509,137
KDL,2,509,195
KDL,2,509,508
KDL,2,509,571
KDL,2,509,204
KDL,2,509,704
KDL,2,509,594
KDL,2,509,315
KDL,2,509,472
KDL,2,509,495
KDL,2,509,201
KDL,2,509,680
KDL,2,509,729
KDL,2,509,87
KDL,2,509,162
KDL,2,509,741
KDL,2,509,98
KDL,2,509,52
KDL,2,509,196
KDL,2,509,354
KDL,2,509,200
KDL,2,131,487
KDL,2,131,670
KDL,2,131,428
KDL,2,131,151
KDL,2,131,715
KDL,2,131,293
KDL,2,131,230
KDL,2,131,18
KDL,2,131,553
KDL,2,131,455
KDL,2,131,25
KDL,2,131,32
KDL,2,131,725
KDL,2,131,512
KDL,2,131,588
KDL,2,131,233
KDL,2,131,613
KDL,2,131,561
KDL,2,131,147
KDL,2,131,590
KDL,2,131,690
KDL,2,131,74
KDL,2,131,408
KDL,2,131,624
KDL,2,131,137
KDL,2,131,195
KDL,2,131,508
KDL,2,131,571
KDL,2,131,204
KDL,2,131,704
KDL,2,131,594
KDL,2,131,315
KDL,2,131,472
KDL,2,131,495
KDL,2,131,201
KDL,2,131,509
KDL,2,131,680
KDL,2,131,729
KDL,2,131,87
KDL,2,131,162
KDL,2,131,741
KDL,2,131,98
KDL,2,131,52
KDL,2,131,196
KDL,2,131,354
KDL,2,131,200
KDL,2,196,487
KDL,2,196,670
KDL,2,196,428
KDL,2,196,131
KDL,2,196,151
KDL,2,196,715
KDL,2,196,293
KDL,2,196,230
KDL,2,196,18
KDL,2,196,553
KDL,2,196,455
KDL,2,196,25
KDL,2,196,32
KDL,2,196,725
KDL,2,196,512
KDL,2,196,588
KDL,2,196,233
KDL,2,196,613
KDL,2,196,561
KDL,2,196,147
KDL,2,196,590
KDL,2,196,690
KDL,2,196,74
KDL,2,196,408
KDL,2,196,624
KDL,2,196,137
KDL,2,196,195
KDL,2,196,508
KDL,2,196,571
KDL,2,196,204
KDL,2,196,704
KDL,2,196,594
KDL,2,196,315
KDL,2,196,472
KDL,2,196,495
KDL,2,196,201
KDL,2,196,509
KDL,2,196,680
KDL,2,196,729
KDL,2,196,87
KDL,2,196,162
KDL,2,196,741
KDL,2,196,98
KDL,2,196,52
KDL,2,196,354
KDL,2,196,200
KDL,2,594,487
KDL,2,594,670
KDL,2,594,428
KDL,2,594,131
KDL,2,594,151
KDL,2,594,715
KDL,2,594,293
KDL,2,594,230
KDL,2,594,18
KDL,2,594,553
KDL,2,594,455
KDL,2,594,25
KDL,2,594,32
KDL,2,594,725
KDL,2,594,512
KDL,2,594,588
KDL,2,594,233
KDL,2,594,613
KDL,2,594,561
KDL,2,594,147
KDL,2,594,590
KDL,2,594,690
KDL,2,594,74
KDL,2,594,408
KDL,2,594,624
KDL,2,594,137
KDL,2,594,195
KDL,2,594,508
KDL,2,594,571
KDL,2,594,204
KDL,2,594,704
KDL,2,594,315
KDL,2,594,472
KDL,2,594,495
KDL,2,594,201
KDL,2,594,509
KDL,2,594,680
KDL,2,594,729
KDL,2,594,87
KDL,2,594,162
KDL,2,594,741
KDL,2,594,98
KDL,2,594,52
KDL,2,594,196
KDL,2,594,354
KDL,2,594,200
KDL,2,204,487
KDL,2,204,670
KDL,2,204,428
KDL,2,204,131
KDL,2,204,151
KDL,2,204,715
KDL,2,204,293
KDL,2,204,230
KDL,2,204,18
KDL,2,204,553
KDL,2,204,455
KDL,2,204,25
KDL,2,204,32
KDL,2,204,725
KDL,2,204,512
KDL,2,204,588
KDL,2,204,233
KDL,2,204,613
KDL,2,204,561
KDL,2,204,147
KDL,2,204,590
KDL,2,204,690
KDL,2,204,74
KDL,2,204,408
KDL,2,204,624
KDL,2,204,137
KDL,2,204,195
KDL,2,204,508
KDL,2,204,571
KDL,2,204,704
KDL,2,204,594
KDL,2,204,315
KDL,2,204,472
KDL,2,204,495
KDL,2,204,201
KDL,2,204,509
KDL,2,204,680
KDL,2,204,729
KDL,2,204,87
KDL,2,204,162
KDL,2,204,741
KDL,2,204,98
KDL,2,204,52
KDL,2,204,196
KDL,2,204,354
KDL,2,204,200
KDL,2,195,487
KDL,2,195,670
KDL,2,195,428
KDL,2,195,131
KDL,2,195,151
KDL,2,195,715
KDL,2,195,293
KDL,2,195,230
KDL,2,195,18
KDL,2,195,553
KDL,2,195,455
KDL,2,195,25
KDL,2,195,32
KDL,2,195,725
KDL,2,195,512
KDL,2,195,588
KDL,2,195,233
KDL,2,195,613
KDL,2,195,561
KDL,2,195,147
KDL,2,195,590
KDL,2,195,690
KDL,2,195,74
KDL,2,195,408
KDL,2,195,624
KDL,2,195,137
KDL,2,195,508
KDL,2,195,571
KDL,2,195,204
KDL,2,195,704
KDL,2,195,594
KDL,2,195,315
KDL,2,195,472
KDL,2,195,495
KDL,2,195,201
KDL,2,195,509
KDL,2,195,680
KDL,2,195,729
KDL,2,195,87
KDL,2,195,162
KDL,2,195,741
KDL,2,195,98
KDL,2,195,52
KDL,2,195,196
KDL,2,195,354
KDL,2,195,200
KDL,2,428,487
KDL,2,428,670
KDL,2,428,131
KDL,2,428,151
KDL,2,428,715
KDL,2,428,293
KDL,2,428,230
KDL,2,428,18
KDL,2,428,553
KDL,2,428,455
KDL,2,428,25
KDL,2,428,32
KDL,2,428,725
KDL,2,428,512
KDL,2,428,588
KDL,2,428,233
KDL,2,428,613
KDL,2,428,561
KDL,2,428,147
KDL,2,428,590
KDL,2,428,690
KDL,2,428,74
KDL,2,428,408
KDL,2,428,624
KDL,2,428,137
KDL,2,428,195
KDL,2,428,508
KDL,2,428,571
KDL,2,428,204
KDL,2,428,704
KDL,2,428,594
KDL,2,428,315
KDL,2,428,472
KDL,2,428,495
KDL,2,428,201
KDL,2,428,509
KDL,2,428,680
KDL,2,428,729
KDL,2,428,87
KDL,2,428,162
KDL,2,428,741
KDL,2,428,98
KDL,2,428,52
KDL,2,428,196
KDL,2,428,354
KDL,2,428,200
KDL,2,624,487
KDL,2,624,670
KDL,2,624,428
KDL,2,624,131
KDL,2,624,151
KDL,2,624,715
KDL,2,624,293
KDL,2,624,230
KDL,2,624,18
KDL,2,624,553
KDL,2,624,455
KDL,2,624,25
KDL,2,624,32
KDL,2,624,725
KDL,2,624,512
KDL,2,624,588
KDL,2,624,233
KDL,2,624,613
KDL,2,624,561
KDL,2,624,147
KDL,2,624,590
KDL,2,624,690
KDL,2,624,74
KDL,2,624,408
KDL,2,624,137
KDL,2,624,195
KDL,2,624,508
KDL,2,624,571
KDL,2,624,204
KDL,2,624,704
KDL,2,624,594
KDL,2,624,315
KDL,2,624,472
KDL,2,624,495
KDL,2,624,201
KDL,2,624,509
KDL,2,624,680
KDL,2,624,729
KDL,2,624,87
KDL,2,624,162
KDL,2,624,741
KDL,2,624,98
KDL,2,624,52
KDL,2,624,196
KDL,2,624,354
KDL,2,624,200
KDL,2,704,487
KDL,2,704,670
KDL,2,704,428
KDL,2,704,131
KDL,2,704,151
KDL,2,704,715
KDL,2,704,293
KDL,2,704,230
KDL,2,704,18
KDL,2,704,553
KDL,2,704,455
KDL,2,704,25
KDL,2,704,32
KDL,2,704,725
KDL,2,704,512
KDL,2,704,588
KDL,2,704,233
KDL,2,704,613
KDL,2,704,561
KDL,2,704,147
KDL,2,704,590
KDL,2,704,690
KDL,2,704,74
KDL,2,704,408
KDL,2,704,624
KDL,2,704,137
KDL,2,704,195
KDL,2,704,508
KDL,2,704,571
KDL,2,704,204
KDL,2,704,594
KDL,2,704,315
KDL,2,704,472
KDL,2,704,495
KDL,2,704,201
KDL,2,704,509
KDL,2,704,680
KDL,2,704,729
KDL,2,704,87
KDL,2,704,162
KDL,2,704,741
KDL,2,704,98
KDL,2,704,52
KDL,2,704,196
KDL,2,704,354
KDL,2,704,200
KDL,2,725,487
KDL,2,725,670
KDL,2,725,428
KDL,2,725,131
KDL,2,725,151
KDL,2,725,715
KDL,2,725,293
KDL,2,725,230
KDL,2,725,18
KDL,2,725,553
KDL,2,725,455
KDL,2,725,25
KDL,2,725,32
KDL,2,725,512
KDL,2,725,588
KDL,2,725,233
KDL,2,725,613
KDL,2,725,561
KDL,2,725,147
KDL,2,725,590
KDL,2,725,690
KDL,2,725,74
KDL,2,725,408
KDL,2,725,624
KDL,2,725,137
KDL,2,725,195
KDL,2,725,508
KDL,2,725,571
KDL,2,725,204
KDL,2,725,704
KDL,2,725,594
KDL,2,725,315
KDL,2,725,472
KDL,2,725,495
KDL,2,725,201
KDL,2,725,509
KDL,2,725,680
KDL,2,725,729
KDL,2,725,87
KDL,2,725,162
KDL,2,725,741
KDL,2,725,98
KDL,2,725,52
KDL,2,725,196
KDL,2,725,354
KDL,2,725,200
KDL,2,162,487
KDL,2,162,670
KDL,2,162,428
KDL,2,162,131
KDL,2,162,151
KDL,2,162,715
KDL,2,162,293
KDL,2,162,230
KDL,2,162,18
KDL,2,162,553
KDL,2,162,455
KDL,2,162,25
KDL,2,162,32
KDL,2,162,725
KDL,2,162,512
KDL,2,162,588
KDL,2,162,233
KDL,2,162,613
KDL,2,162,561
KDL,2,162,147
KDL,2,162,590
KDL,2,162,690
KDL,2,162,74
KDL,2,162,408
KDL,2,162,624
KDL,2,162,137
KDL,2,162,195
KDL,2,162,508
KDL,2,162,571
KDL,2,162,204
KDL,2,162,704
KDL,2,162,594
KDL,2,162,315
KDL,2,162,472
KDL,2,162,495
KDL,2,162,201
KDL,2,162,509
KDL,2,162,680
KDL,2,162,729
KDL,2,162,87
KDL,2,162,741
KDL,2,162,98
KDL,2,162,52
KDL,2,162,196
KDL,2,162,354
KDL,2,162,200
KDL,2,32,487
KDL,2,32,670
KDL,2,32,428
KDL,2,32,131
KDL,2,32,151
KDL,2,32,715
KDL,2,32,293
KDL,2,32,230
KDL,2,32,18
KDL,2,32,553
KDL,2,32,455
KDL,2,32,25
KDL,2,32,725
KDL,2,32,512
KDL,2,32,588
KDL,2,32,233
KDL,2,32,613
KDL,2,32,561
KDL,2,32,147
KDL,2,32,590
KDL,2,32,690
KDL,2,32,74
KDL,2,32,408
KDL,2,32,624
KDL,2,32,137
KDL,2,32,195
KDL,2,32,508
KDL,2,32,571
KDL,2,32,204
KDL,2,32,704
KDL,2,32,594
KDL,2,32,315
KDL,2,32,472
KDL,2,32,495
KDL,2,32,201
KDL,2,32,509
KDL,2,32,680
KDL,2,32,729
KDL,2,32,87
KDL,2,32,162
KDL,2,32,741
KDL,2,32,98
KDL,2,32,52
KDL,2,32,196
KDL,2,32,354
KDL,2,32,200
KDL,2,553,487
KDL,2,553,670
KDL,2,553,428
KDL,2,553,131
KDL,2,553,151
KDL,2,553,715
KDL,2,553,293
KDL,2,553,230
KDL,2,553,18
KDL,2,553,455
KDL,2,553,25
KDL,2,553,32
KDL,2,553,725
KDL,2,553,512
KDL,2,553,588
KDL,2,553,233
KDL,2,553,613
KDL,2,553,561
KDL,2,553,147
KDL,2,553,590
KDL,2,553,690
KDL,2,553,74
KDL,2,553,408
KDL,2,553,624
KDL,2,553,137
KDL,2,553,195
KDL,2,553,508
KDL,2,553,571
KDL,2,553,204
KDL,2,553,704
KDL,2,553,594
KDL,2,553,315
KDL,2,553,472
KDL,2,553,495
KDL,2,553,201
KDL,2,553,509
KDL,2,553,680
KDL,2,553,729
KDL,2,553,87
KDL,2,553,162
KDL,2,553,741
KDL,2,553,98
KDL,2,553,52
KDL,2,553,196
KDL,2,553,354
KDL,2,553,200
KDL,2,137,487
KDL,2,137,670
KDL,2,137,428
KDL,2,137,131
KDL,2,137,151
KDL,2,137,715
KDL,2,137,293
KDL,2,137,230
KDL,2,137,18
KDL,2,137,553
KDL,2,137,455
KDL,2,137,25
KDL,2,137,32
KDL,2,137,725
KDL,2,137,512
KDL,2,137,588
KDL,2,137,233
KDL,2,137,613
KDL,2,137,561
KDL,2,137,147
KDL,2,137,590
KDL,2,137,690
KDL,2,137,74
KDL,2,137,408
KDL,2,137,624
KDL,2,137,195
KDL,2,137,508
KDL,2,137,571
KDL,2,137,204
KDL,2,137,704
KDL,2,137,594
KDL,2,137,315
KDL,2,137,472
KDL,2,137,495
KDL,2,137,201
KDL,2,137,509
KDL,2,137,680
KDL,2,137,729
KDL,2,137,87
KDL,2,137,162
KDL,2,137,741
KDL,2,137,98
KDL,2,137,52
KDL,2,137,196
KDL,2,137,354
KDL,2,137,200
KDL,2,200,487
KDL,2,200,670
KDL,2,200,428
KDL,2,200,131
KDL,2,200,151
KDL,2,200,715
KDL,2,200,293
KDL,2,200,230
KDL,2,200,18
KDL,2,200,553
KDL,2,200,455
KDL,2,200,25
KDL,2,200,32
KDL,2,200,725
KDL,2,200,512
KDL,2,200,588
KDL,2,200,233
KDL,2,200,613
KDL,2,200,561
KDL,2,200,147
KDL,2,200,590
KDL,2,200,690
KDL,2,200,74
KDL,2,200,408
KDL,2,200,624
KDL,2,200,137
KDL,2,200,195
KDL,2,200,508
KDL,2,200,571
KDL,2,200,204
KDL,2,200,704
KDL,2,200,594
KDL,2,200,315
KDL,2,200,472
KDL,2,200,495
KDL,2,200,201
KDL,2,200,509
KDL,2,200,680
KDL,2,200,729
KDL,2,200,87
KDL,2,200,162
KDL,2,200,741
KDL,2,200,98
KDL,2,200,52
KDL,2,200,196
KDL,2,200,354
KDL,2,561,487
KDL,2,561,670
KDL,2,561,428
KDL,2,561,131
KDL,2,561,151
KDL,2,561,715
KDL,2,561,293
KDL,2,561,230
KDL,2,561,18
KDL,2,561,553
KDL,2,561,455
KDL,2,561,25
KDL,2,561,32
KDL,2,561,725
KDL,2,561,512
KDL,2,561,588
KDL,2,561,233
KDL,2,561,613
KDL,2,561,147
KDL,2,561,590
KDL,2,561,690
KDL,2,561,74
KDL,2,561,408
KDL,2,561,624
KDL,2,561,137
KDL,2,561,195
KDL,2,561,508
KDL,2,561,571
KDL,2,561,204
KDL,2,561,704
KDL,2,561,594
KDL,2,561,315
KDL,2,561,472
KDL,2,561,495
KDL,2,561,201
KDL,2,561,509
KDL,2,561,680
KDL,2,561,729
KDL,2,561,87
KDL,2,561,162
KDL,2,561,741
KDL,2,561,98
KDL,2,561,52
KDL,2,561,196
KDL,2,561,354
KDL,2,561,200
KDL,2,18,487
KDL,2,18,670
KDL,2,18,428
KDL,2,18,131
KDL,2,18,151
KDL,2,18,715
KDL,2,18,293
KDL,2,18,230
KDL,2,18,553
KDL,2,18,455
KDL,2,18,25
KDL,2,18,32
KDL,2,18,725
KDL,2,18,512
KDL,2,18,588
KDL,2,18,233
KDL,2,18,613
KDL,2,18,561
KDL,2,18,147
KDL,2,18,590
KDL,2,18,690
KDL,2,18,74
KDL,2,18,408
KDL,2,18,624
KDL,2,18,137
KDL,2,18,195
KDL,2,18,508
KDL,2,18,571
KDL,2,18,204
KDL,2,18,704
KDL,2,18,594
KDL,2,18,315
KDL,2,18,472
KDL,2,18,495
KDL,2,18,201
KDL,2,18,509
KDL,2,18,680
KDL,2,18,729
KDL,2,18,87
KDL,2,18,162
KDL,2,18,741
KDL,2,18,98
KDL,2,18,52
KDL,2,18,196
KDL,2,18,354
KDL,2,18,200
KDL,2,151,487
KDL,2,151,670
KDL,2,151,428
KDL,2,151,131
KDL,2,151,715
KDL,2,151,293
KDL,2,151,230
KDL,2,151,18
KDL,2,151,553
KDL,2,151,455
KDL,2,151,25
KDL,2,151,32
KDL,2,151,725
KDL,2,151,512
KDL,2,151,588
KDL,2,151,233
KDL,2,151,613
KDL,2,151,561
KDL,2,151,147
KDL,2,151,590
KDL,2,151,690
KDL,2,151,74
KDL,2,151,408
KDL,2,151,624
KDL,2,151,137
KDL,2,151,195
KDL,2,151,508
KDL,2,151,571
KDL,2,151,204
KDL,2,151,704
KDL,2,151,594
KDL,2,151,315
KDL,2,151,472
KDL,2,151,495
KDL,2,151,201
KDL,2,151,509
KDL,2,151,680
KDL,2,151,729
KDL,2,151,87
KDL,2,151,162
KDL,2,151,741
KDL,2,151,98
KDL,2,151,52
KDL,2,151,196
KDL,2,151,354
KDL,2,151,200
KDL,2,293,487
KDL,2,293,670
KDL,2,293,428
KDL,2,293,131
KDL,2,293,151
KDL,2,293,715
KDL,2,293,230
KDL,2,293,18
KDL,2,293,553
KDL,2,293,455
KDL,2,293,25
KDL,2,293,32
KDL,2,293,725
KDL,2,293,512
KDL,2,293,588
KDL,2,293,233
KDL,2,293,613
KDL,2,293,561
KDL,2,293,147
KDL,2,293,590
KDL,2,293,690
KDL,2,293,74
KDL,2,293,408
KDL,2,293,624
KDL,2,293,137
KDL,2,293,195
KDL,2,293,508
KDL,2,293,571
KDL,2,293,204
KDL,2,293,704
KDL,2,293,594
KDL,2,293,315
KDL,2,293,472
KDL,2,293,495
KDL,2,293,201
KDL,2,293,509
KDL,2,293,680
KDL,2,293,729
KDL,2,293,87
KDL,2,293,162
KDL,2,293,741
KDL,2,293,98
KDL,2,293,52
KDL,2,293,196
KDL,2,293,354
KDL,2,293,200
KDL,2,455,487
KDL,2,455,670
KDL,2,455,428
KDL,2,455,131
KDL,2,455,151
KDL,2,455,715
KDL,2,455,293
KDL,2,455,230
KDL,2,455,18
KDL,2,455,553
KDL,2,455,25
KDL,2,455,32
KDL,2,455,725
KDL,2,455,512
KDL,2,455,588
KDL,2,455,233
KDL,2,455,613
KDL,2,455,561
KDL,2,455,147
KDL,2,455,590
KDL,2,455,690
KDL,2,455,74
KDL,2,455,408
KDL,2,455,624
KDL,2,455,137
KDL,2,455,195
KDL,2,455,508
KDL,2,455,571
KDL,2,455,204
KDL,2,455,704
KDL,2,455,594
KDL,2,455,315
KDL,2,455,472
KDL,2,455,495
KDL,2,455,201
KDL,2,455,509
KDL,2,455,680
KDL,2,455,729
KDL,2,455,87
KDL,2,455,162
KDL,2,455,741
KDL,2,455,98
KDL,2,455,52
KDL,2,455,196
KDL,2,455,354
KDL,2,455,200
KDL,2,472,487
KDL,2,472,670
KDL,2,472,428
KDL,2,472,131
KDL,2,472,151
KDL,2,472,715
KDL,2,472,293
KDL,2,472,230
KDL,2,472,18
KDL,2,472,553
KDL,2,472,455
KDL,2,472,25
KDL,2,472,32
KDL,2,472,725
KDL,2,472,512
KDL,2,472,588
KDL,2,472,233
KDL,2,472,613
KDL,2,472,561
KDL,2,472,147
KDL,2,472,590
KDL,2,472,690
KDL,2,472,74
KDL,2,472,408
KDL,2,472,624
KDL,2,472,137
KDL,2,472,195
KDL,2,472,508
KDL,2,472,571
KDL,2,472,204
KDL,2,472,704
KDL,2,472,594
KDL,2,472,315
KDL,2,472,495
KDL,2,472,201
KDL,2,472,509
KDL,2,472,680
KDL,2,472,729
KDL,2,472,87
KDL,2,472,162
KDL,2,472,741
KDL,2,472,98
KDL,2,472,52
KDL,2,472,196
KDL,2,472,354
KDL,2,472,200
KDL,2,680,487
KDL,2,680,670
KDL,2,680,428
KDL,2,680,131
KDL,2,680,151
KDL,2,680,715
KDL,2,680,293
KDL,2,680,230
KDL,2,680,18
KDL,2,680,553
KDL,2,680,455
KDL,2,680,25
KDL,2,680,32
KDL,2,680,725
KDL,2,680,512
KDL,2,680,588
KDL,2,680,233
KDL,2,680,613
KDL,2,680,561
KDL,2,680,147
KDL,2,680,590
KDL,2,680,690
KDL,2,680,74
KDL,2,680,408
KDL,2,680,624
KDL,2,680,137
KDL,2,680,195
KDL,2,680,508
KDL,2,680,571
KDL,2,680,204
KDL,2,680,704
KDL,2,680,594
KDL,2,680,315
KDL,2,680,472
KDL,2,680,495
KDL,2,680,201
KDL,2,680,509
KDL,2,680,729
KDL,2,680,87
KDL,2,680,162
KDL,2,680,741
KDL,2,680,98
KDL,2,680,52
KDL,2,680,196
KDL,2,680,354
KDL,2,680,200
KDL,2,588,487
KDL,2,588,670
KDL,2,588,428
KDL,2,588,131
KDL,2,588,151
KDL,2,588,715
KDL,2,588,293
KDL,2,588,230
KDL,2,588,18
KDL,2,588,553
KDL,2,588,455
KDL,2,588,25
KDL,2,588,32
KDL,2,588,725
KDL,2,588,512
KDL,2,588,233
KDL,2,588,613
KDL,2,588,561
KDL,2,588,147
KDL,2,588,590
KDL,2,588,690
KDL,2,588,74
KDL,2,588,408
KDL,2,588,624
KDL,2,588,137
KDL,2,588,195
KDL,2,588,508
KDL,2,588,571
KDL,2,588,204
KDL,2,588,704
KDL,2,588,594
KDL,2,588,315
KDL,2,588,472
KDL,2,588,495
KDL,2,588,201
KDL,2,588,509
KDL,2,588,680
KDL,2,588,729
KDL,2,588,87
KDL,2,588,162
KDL,2,588,741
KDL,2,588,98
KDL,2,588,52
KDL,2,588,196
KDL,2,588,354
KDL,2,588,200
KDL,2,74,487
KDL,2,74,670
KDL,2,74,428
KDL,2,74,131
KDL,2,74,151
KDL,2,74,715
KDL,2,74,293
KDL,2,74,230
KDL,2,74,18
KDL,2,74,553
KDL,2,74,455
KDL,2,74,25
KDL,2,74,32
KDL,2,74,725
KDL,2,74,512
KDL,2,74,588
KDL,2,74,233
KDL,2,74,613
KDL,2,74,561
KDL,2,74,147
KDL,2,74,590
KDL,2,74,690
KDL,2,74,408
KDL,2,74,624
KDL,2,74,137
KDL,2,74,195
KDL,2,74,508
KDL,2,74,571
KDL,2,74,204
KDL,2,74,704
KDL,2,74,594
KDL,2,74,315
KDL,2,74,472
KDL,2,74,495
KDL,2,74,201
KDL,2,74,509
KDL,2,74,680
KDL,2,74,729
KDL,2,74,87
KDL,2,74,162
KDL,2,74,741
KDL,2,74,98
KDL,2,74,52
KDL,2,74,196
KDL,2,74,354
KDL,2,74,200
KDL,2,147,487
KDL,2,147,670
KDL,2,147,428
KDL,2,147,131
KDL,2,147,151
KDL,2,147,715
KDL,2,147,293
KDL,2,147,230
KDL,2,147,18
KDL,2,147,553
KDL,2,147,455
KDL,2,147,25
KDL,2,147,32
KDL,2,147,725
KDL,2,147,512
KDL,2,147,588
KDL,2,147,233
KDL,2,147,613
KDL,2,147,561
KDL,2,147,590
KDL,2,147,690
KDL,2,147,74
KDL,2,147,408
KDL,2,147,624
KDL,2,147,137
KDL,2,147,195
KDL,2,147,508
KDL,2,147,571
KDL,2,147,204
KDL,2,147,704
KDL,2,147,594
KDL,2,147,315
KDL,2,147,472
KDL,2,147,495
KDL,2,147,201
KDL,2,147,509
KDL,2,147,680
KDL,2,147,729
KDL,2,147,87
KDL,2,147,162
KDL,2,147,741
KDL,2,147,98
KDL,2,147,52
KDL,2,147,196
KDL,2,147,354
KDL,2,147,200
KDL,2,315,487
KDL,2,315,670
KDL,2,315,428
KDL,2,315,131
KDL,2,315,151
